"id";"title";"sentence";"subject1";"subject2";"subject3";"subject_notsure";"suggested_subject";"type1";"type2";"type3";"type_notsure";"suggested_type"
"1938";"آیا خوردن موز باعث افزایش وزن می شود؟";"آیا چربی و کالری موجود در موز باعث افزایش وزن می شود؟";"تغذیه";;;"0";;"بله/خیر";;;"0";
"1939";"چه غذاهایی چاق کننده هستند";"چه غذاهایی چاق کننده هستند و روی افزایش وزن بدن تاثیر مستقیم دارند و مصرف آنها باید به چه میزان باشد؟";"تغذیه";;;"0";;"لیست";;;"0";
"1940";"تماس تصویری و تماس تلفنی در وایبر و اسکایپ چقدر از حجم ترافیک اینترنت را مصرف میکند؟";"لطفا به طور دقیق بگین تماس تصویری و تماس تلفنی در وایبر و اسکایپ چقدر از حجم ترافیک اینترنت را مصرف میکند؟";"کامپیوتر/موبایل";;;"0";;"توضیح";;;"0";
"1941";"خوردن چه نوع نان باعث افزایش وزن نمی شود؟";"چه نوع نانی چاق کننده نیست یا کمتر چاق می کند؟";"تغذیه";;;"0";;"توضیح";;;"0";
"1942";"مضرات خوردن انواع شیرینی جات چیست؟";"خوردن شیرینی و اقسام مختلف شیرینی چه پیامد های منفی را در بر دارد؟";"تغذیه";"سلامت";;"0";;"توضیح";;;"0";
"1943";"خوردن لاکتیویا چه تاثیراتی دارد؟";"لاکتیویا به عنوان یک نوشیدنی لبنی در بدن چه تاثیراتی می گذارد؟";"تغذیه";;;"0";;"توضیح";;;"0";
"1944";"چگونه می توان کلسیم بیشتری را جذب کرد؟";"بسیاری از افراد برخلاف مصرف خوب لبنیات اما میزان کلسیم کمی توسط بدن آنها جذب می شود چگونه می توان به جذب کلسیم توسط بدن ، کمک نمود؟";"تغذیه";"سلامت";;"0";;"نظر";;;"0";
"1945";"کدام گروه سنی نیاز بیشتری به مصرف کلسیم دارند؟";"مصرف روزانه کلسیم برای کدام گروه سنی ضروری است؟ و علت آن چیست؟";"تغذیه";"سلامت";;"0";;"نظر";;;"0";
"1946";"فواید و مضرات مصرف قره قروت چیست؟";"چرا برای مصرف قره قروت نظرات ضد و نقیصی وجود دارد . مزایا و معایب این ماده غذایی چیست؟";"تغذیه";"سلامت";;"0";;"نظر";;;"0";
"1947";"خوردن چه غذاهایی موجب از بین رفتن چربی پهلوها می شود؟";"خوردن چه خوراکی هایی موجب آب شدن چربی های پهلو می شود؟";"زیبایی";"سلامت";"تغذیه";"0";;"نظر";;;"0";
"1948";"چگونه از انسداد رگ های قلب جلوگیری کنیم؟";"در صورتی که زمینه های ارثی ناراحتی قلبی و انسداد رگ ها وجود داشته باشد چگونه میشود از بروز آن در بدن پیشگیری نمود؟";"سلامت";;;"0";;"نظر";;;"0";
"1949";"راهکار عملی و قطعی برای پیشگیری از واریس و ازبین بردن آن چیست؟";"برای پیشگیری از واریس چه باید کرد و درصورتی که کسی مبتلا به ان شد چه باید بکند؟";"سلامت";;;"0";;"نظر";;;"0";
"1950";"بیماری تروما چیست؟";"بیماری روانی تروما چیست و عوامل بروز و پیشگیری و درمان آن چه می باشد؟";"سلامت";;;"0";;"تعریف";;;"0";
"1951";"روش اسب درمانی چیست؟";"روش اسب درمانی چه زمانی مورد استفاده قرار می گیرد و برای درمان چه بیماری هایی کاربرد دارد؟ مدت زمان درمان بیماری چقدر به طول می انجامد؟ و آیا اصلا این روش ، علمی است؟";"سلامت";;;"0";;"تعریف";;;"0";
"1952";"اگزما چیست و علائم آن چیست؟";"بیماری اگزما چگونه بوجود می آید و چه علائمی دارد و چگونه می توان آنرا معالجه نمود؟";"سلامت";;;"0";;"تعریف";;;"0";
"1953";"تفاوت دانشگاه بین المللی و دولتی؟";"تفاوت دانشگاه های بین المللی با دولتی و آزاد چی هست؟";"تحصیل";;;"0";;"توضیح";;;"0";
"1954";"شرایط جذب مدرس در دانشگاه آزاد و سراسری چیست؟";"در حال حاضر و طبق قوانین جدید شرایط جذب مدرس در دانشگاه آزاد و سراسری چیست؟";"تحصیل";;;"1";;"توضیح";;;"0";
"1955";"شرایط تکمیل ظرفیت دانشگاه آزاد چگونه است؟";"درصورتی که شبانه قبول شده باشم و آزادم انتخاب رشته نکرده باشم میتونم تو تکمیل ظرفیت آزاد شرکت کنم؟؟";"تحصیل";;;"0";;"توضیح";;;"0";
"1956";"آيا كروم كست از حجم نت كم ميكند؟";"آيا تصوير ارسال شده از لبتاب ( مثل تصوير برنامه اتوكد يا ترى دى مكس از لبتاب در تلويزيون) در تلويزيون با سرعت و كيفيت مناسب پخش ميشه يا با كندى و لگ هست ؟؟ ";"کامپیوتر/موبایل";;;"1";;"بله/خیر";;;"0";
"1957";"آيا كروم كست از حجم نت كم ميكند؟";"من ميخوام برنامه اتوكد روى لبتاب را روى تلويزيون با كروم كست نشون بدم ميشه ؟؟ اگر ميشه لطف ميكنين توضيح بدين و آموزش بدين !؟ ";"کامپیوتر/موبایل";;;"1";;"بله/خیر";"توضیح";;"0";
"1958";"آيا كروم كست از حجم نت كم ميكند؟";"آيا استفاده از كروم كست باعث كم شدن حجم نت ميشود ؟ ";"کامپیوتر/موبایل";;;"1";;"دلیل";;;"0";
"1959";"حجم اینترنت باقیمانده";"از کجا باید بدانیم چقدر از حجم اینترنت خریداری شده باقیمانده است؟";"کامپیوتر/موبایل";;;"0";;"توضیح";;;"0";
"1960";"privately held در زبان انگلیسی چه معنی دارد؟";"در جمله ""This website is a privately held website"" معنی privately held چیست؟";"تحصیل";;;"0";;"ترجمه";;;"0";
"1961";" joint forces در زبان انگلیسی چه معنی می دهد؟ ";"در جمله ""My team has joined forces with their team"" معنی joined forces چیست؟";"تحصیل";;;"0";;"ترجمه";;;"0";
"1962";"معنی واژه ""up-close""";"معنی واژه ""up-close"" در عبارت .....to provide “up-close” personal service.... چیست؟";"تحصیل";;;"0";;"ترجمه";;;"0";
"1963";"آیا در جاوا interface ها هم فرزند کلاس Object هستند؟";"اگر در جاوا فقط کلاس ها فرزند کلاس Object هستند، چرا در زمان تعریف یک متغییر از یک interface، به متد های کلاس Object مثل hashCode یا equals دسترسی داریم؟";"برنامه‌نویسی";"کامپیوتر/موبایل";;"0";;"توضیح";;;"0";
"1964";"از چه سنی کودک را به کلاس شنا بفرستیم؟";"چه آبی مناسب بازی کودکان است؟";"کودکان";;;"0";;"پیشنهاد";;;"0";
"1965";"سرویس Google Cloud Print چه کاربردی دارد؟";"سرویس Google Cloud Print چه کاربردی دارد؟";"کامپیوتر/موبایل";;;"0";;"توضیح";;;"0";
"1966";"سرویس Google task کجای Google calendar قرار دارد؟";"بعضی از برنامه های موبایل دسترسی به سرویس Google task می خواهند. من هر جای Google calendar را میگردم چیزی در زمینه task گیر نمیارم. سرویس Google task چیست؟";"کامپیوتر/موبایل";;;"0";;"تعریف";;;"0";
"1967";"از چه سنی کودک را به کلاس شنا بفرستیم؟";"بعد از 2 سالگی که کودکان قادر به راه رفتن هستند چه بازی هایی می توانند در آب انجام بدهند؟";"کودکان";"ورزش";;"0";;"پیشنهاد";;;"0";
"1968";"از چه سنی کودک را به کلاس شنا بفرستیم؟";"از چه سنی می توان کودکان خردسال را به استخر برد و شنا یادشان داد؟";"کودکان";"ورزش";;"0";;"پیشنهاد";;;"0";
"1969";"چگونه ناخن‌های نوزادم را کوتاه کنم؟";"اگر سرانگشت نوزاد بریده شد، چطور خون آن را بند بیاورم؟";"کودکان";;;"0";;"نظر";;;"0";
"1970";"سخت افزار کروم بیت چه کاربردی دارد؟";"سخت افزار کروم بیت که توسط گوگل ارائه شده چه کاربردی دارد؟";"کامپیوتر/موبایل";;;"0";;"توضیح";;;"0";
"1971";"خدمات پس از فروش";"چه تفاوتي بين کارت طلايي و کارت سه ستاره در خودرو سراتو مي باشد ؟ ";"ماشین";;;"0";;"توضیح";;;"0";
"1972";"شرايط فروش ";"آيا طرحي براي تعويض خودروي کاربراتي يا خودروهاي كاركرده با نو هست؟ مراحل تعويض خودرو به چه صورت مي باشد؟";"ماشین";;;"0";;"توضیح";;;"0";
"1973";"شرايط فروش ";"جهت تسويه زودتر از موعد اقساط خودرو چه مراحلي را بايد طي نمود ؟";"ماشین";;;"0";;"توضیح";;;"0";
"1974";"شرايط فروش ";"زماني که فرايند پذيرش صورت گرفته باشد و قيمت خريد به صورت قطعي باشد آيا افزايش قيمت خودرو شامل خودروي ثبت نامي ما نيز مي باشد؟";"ماشین";;;"0";;"توضیح";;;"0";
"1975";"سوال مبتدی در مورد یادگیری اوراکل ";"براي يادگيري اوراکل بهتره از کجا شروع کنيم؟";"کامپیوتر/موبایل";"برنامه‌نویسی";;"1";;"نظر";;;"0";
"1976";"سوال مبتدی در مورد یادگیری اوراکل ";"براي يادگيري اوراکل بهتره از کدوم ورژن و نسخه شروع کنيم؟";"کامپیوتر/موبایل";"برنامه‌نویسی";;"0";;"نظر";;;"0";
